"","year","journal","article","title","zenURL","zenName","dvURL","dvName"
"319",2015,"Journal of Finance",24,"Asymmetric Learning from Financial Information","https://doi.org/10.5281/zenodo.18825777","ELECTRONIC ACCOUNTING AND ITS ADVANTAGES","https://doi.org/10.7910/DVN/XIHFDG","Data for ""CAIT-UTC-REG46: Driving behavioral learning leveraging sensing information from Innovation Hub"""
"320",2018,"Journal of Development Economics",36,"Audit risk and rent extraction: Evidence from a randomized evaluation in Brazil","https://doi.org/10.5281/zenodo.19390975","FEATURES OF CONDUCTING A MARKETING AUDIT OF EVENT MARKETING IMPLEMENTATION PROCESSES","https://doi.org/10.7910/DVN/TAYVTV","Replication Data for: Impacts of Heterogeneous Participation in Green Factory on Firms’ Risk-Taking Capacity: Evidence from Chinese Enterprises"
"321",2015,"Review of Economics and Statistics",108,"BAD NEWS: AN EXPERIMENTAL STUDY ON THE INFORMATIONAL EFFECTS OF REWARDS","https://doi.org/10.5281/zenodo.19598043","AI-POWERED GAMIFICATION IN UNIVERSITY EFL INSTRUCTION: ENHANCING STUDENT ENGAGEMENT AND LANGUAGE PROFICIENCY","https://doi.org/10.7910/DVN/26816","Replication data for: Bad News: An Experimental Study on the Informational Effects of Rewards"
"322",2018,"Quarterly Journal of Economics",2,"BAN THE BOX, CRIMINAL RECORDS, AND RACIAL DISCRIMINATION: A FIELD EXPERIMENT","https://doi.org/10.5281/zenodo.15618950","Scientific Production on Race Relations in Brazil","https://doi.org/10.7910/DVN/VPHMNT","Replication Data for: ""Ban the Box, Criminal Records, and Racial Discrimination: A Field Experiment"" "
"323",2018,"AEJ: Applied Economics",28,"Banking the Unbanked? Evidence from Three Countries","https://doi.org/10.5281/zenodo.19644244","INTEREST RATE POLICY OF COMMERCIAL BANKS: ITS NECESSITY AND IMPORTANCE","https://doi.org/10.7910/DVN/HRGGTL","Banking the Unbanked? Evidence from Three Countries"
"324",2015,"Journal of Development Economics",4,"Banking the poor via savings accounts: Evidence from a field experiment","https://doi.org/10.5281/zenodo.20040981","Colonial Savings and Financial Inclusion in Kenya: The Post Office Savings Bank Dataset, 1909–1960""","https://doi.org/10.7910/DVN/DGTAKN","Replication Data for: What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka"
"325",2015,"Journal of Development Economics",5,"Business training plus for female entrepreneurship? Short and medium-term experimental evidence from Peru","https://doi.org/10.5061/dryad.6m905qfz3","Female ornaments: is red skin color attractive to males and related to condition in rhesus macaques?","https://doi.org/10.7910/DVN/DGTAKN","Replication Data for: What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka"
"326",2018,"AEJ: Economic Policy",3,"Can Online Off-the-Shelf Lessons Improve Student Outcomes? Evidence from a Field Experiment","https://doi.org/10.5061/dryad.4mw6m907n","Data from: From trial to implementation, bringing team-based learning online – Duke-NUS Medical School's response to the COVID-19 pandemic","https://doi.org/10.7910/DVN/X62NQB","Replication Data for: Do Russians want to punish fellow citizens who oppose the war in Ukraine? Evidence from an online experiment"
"327",2018,"Journal of Development Economics",41,"Can iron-fortified salt control anemia? Evidence from two experiments in rural Bihar","https://doi.org/10.5061/dryad.3bk3j9kj9","Adaptation and competition in deteriorating environments","https://doi.org/10.7910/DVN/TDMTRV","Replication Data for:  Understanding Segmentation in Rural Electricity Markets: Evidence from India"
"328",2018,"Journal of Public Economics",78,"Can vouchers reduce elite capture of local development projects? Experimental evidence from the Solomon Islands","https://doi.org/10.5281/zenodo.10997392","Raw datasets and code generation for the strength prediction of TBC incorporating CCA and GOS","https://doi.org/10.7910/DVN/DGTAKN","Replication Data for: What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka"
"329",2015,"AEJ: Applied Economics",22,"Channeling Remittances to Education: A Field Experiment among Migrants from El Salvador","https://doi.org/10.33002/jpg020201","Gender, Remittances and the Impact of COVID-19: A Preliminary Analysis","https://doi.org/10.7910/DVN/TXSKKA","Channeling Remittances to Education: A Field Experiment among Migrants from El Salvador"
"330",2015,"Journal of Human Resources",31,"Child Control in Education Decisions An Evaluation of Targeted Incentives to Learn in India","https://doi.org/10.5281/zenodo.15677437","Replication package: Dataset and stata-do-file for analysis in ""Introducing and Terminating Monetary Incentives in Non-Regenerating Forests: Insights from a Framed Field Experiment""","https://doi.org/10.7910/DVN/GSMQWX","Pre-Registration"
"331",2018,"Journal of Development Economics",62,"Combining pre-school teacher training with parenting education: A cluster-randomized controlled trial","https://doi.org/10.5061/dryad.3340hc4","Data from: Two-year impact of community-based health screening and parenting groups on child development in Zambia: follow-up to a cluster-randomized controlled trial","https://doi.org/10.7910/DVN/BF0EEQ","Quantitative data:Transfer Effects from Two Methods of Delivering ThinkRx Cognitive Training to Children with Learning Struggles: A Randomized Controlled Trial"
"332",2015,"American Economic Review",114,"Conveniently Upset: Avoiding Altruism by Distorting Beliefs about Others� Altruism","https://doi.org/10.5061/dryad.z8w9ghx92","Altruistic bet-hedging and the evolution of cooperation in a Kalahari bird","https://doi.org/10.3886/E113016","Replication data for: Conveniently Upset: Avoiding Altruism by Distorting Beliefs about Others' Altruism"
"333",2015,"Journal of Public Economics",90,"Cursed beliefs with common-value public goods","https://doi.org/10.5281/zenodo.3580414","Die Protokolle des österreichischen Ministerrates 1848-1867","https://doi.org/10.7910/DVN/SGTS1K","Belief updating corruption"
"334",2018,"Review of Economics and Statistics",5,"DO ANTI-POVERTY PROGRAMS SWAY VOTERS? EXPERIMENTAL EVIDENCE FROM UGANDA","https://doi.org/10.5281/zenodo.18415112","Replication package for: Targeting, beliefs in own potential and subsequent investments: Theory and evidence from a framed field experiment","https://doi.org/10.7910/DVN/DX6YLE","Replication data for: ""Do Anti-Poverty Programs Sway Voters? Experimental Evidence from Uganda"""
"335",2015,"Quarterly Journal of Economics",30,"DOES WORKING FROM HOME WORK? EVIDENCE FROM A CHINESE EXPERIMENT","https://doi.org/10.5281/zenodo.7716472","Occupation teleworkability indices","https://doi.org/10.7910/DVN/PZQOB1","Replication Data for: Does working from home work? Evidence from a Chinese experiment"
"336",2018,"Journal of Development Economics",102,"Diffusion of agricultural information within social networks: Evidence on gender inequalities from Mali","https://doi.org/10.14473/CSDA00290","Dataset: RESpondIng to outbreaks through co-creaTIve sustainable inclusive equality stRatEgies (RESISTIRÉ) - societal responses","https://doi.org/10.7910/DVN/LZKXDK","Diffusion of Agricultural Information Within Social Networks: Evidence on Gender Inequalities from Mali"
"337",2015,"Review of Economic Studies",21,"Do Competitive Workplaces Deter Female Workers? A Large-Scale Natural Field Experiment on Job Entry Decisions","https://doi.org/10.5061/dryad.fk444","Data from: Wake up and smell the conflict: odour signals in female competition","https://doi.org/10.7910/DVN/R9IJ4G","Large-Scale Herschel Filament Masks"
"338",2018,"Journal of Labor Economics",21,"Do Job Networks Disadvantage Women? Evidence from a Recruitment Experiment in Malawi","https://doi.org/10.5061/dryad.2z34tmprk","The structure and ecological function of the interactions between plants and arbuscular mycorrhizal fungi through multilayer networks","https://doi.org/10.7910/DVN/X62NQB","Replication Data for: Do Russians want to punish fellow citizens who oppose the war in Ukraine? Evidence from an online experiment"
"339",2018,"Journal of Public Economics",129,"Do single-sex classes affect academic achievement? An experiment in a coeducational university","https://doi.org/10.5061/dryad.c6g7d","Data from: Sex-biased dispersal is independent of sex ratio in a semiaquatic insect","https://doi.org/10.7910/DVN/29382","Replication data for: Do Social Rights Affect Social Outcomes?"
"340",2018,"Journal of Human Resources",6,"Does Teaching Children How to Play Cognitively Demanding Games Improve Their Educational Attainment?","https://doi.org/10.5281/zenodo.18527325","THE IMPACT OF GAME-BASED LEARNING TECHNOLOGIES ON PRESCHOOL CHILDREN'S COGNITIVE AND SOCIAL DEVELOPMENT","https://doi.org/10.7910/DVN/GTGMGE","Using Gagne’s Instructional Design to Teach Communication Skills in Phlebotomy Education through Role-Play"
"341",2018,"Journal of Development Economics",29,"Does feedback matter? Evidence from agricultural services","https://doi.org/10.5061/dryad.8rf3j","Data from: A heterogeneous landscape does not guarantee high crop pollination","https://doi.org/10.7910/DVN/TMHHYY","Online Appendices for The Globalization Backlash Revisited: Evidence from the United States"
"342",2018,"Journal of Public Economics",6,"Does inducing informal firms to formalize make sense? Experimental evidence from Benin","https://doi.org/10.5061/dryad.gxd2547st","Long-term oriented culture, performance pressure and corporate innovation evidence from China","https://doi.org/10.7910/DVN/DGTAKN","Replication Data for: What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka"
"343",2015,"American Economic Review",45,"Education, HIV, and Early Fertility: Experimental Evidence from Kenya","https://doi.org/10.5061/dryad.77gr3","Data from: Volunteer motivators for participating in HIV vaccine clinical trials in Nairobi, Kenya","https://doi.org/10.7910/DVN/TZG4WJ","Education, HIV, and Early Fertility: Experimental Evidence from Kenya"
"344",2015,"Journal of Development Economics",10,"Efficient informal trade: Theory and experimental evidence from the Cape Town taxi market","https://doi.org/10.5281/zenodo.10776159","Dataset used to develop computer vision to measure live sea urchins","https://doi.org/10.7910/DVN/MV9FEH","Replication Data for: Reducing Emissions and Air Pollution from Informal Brick Kilns: Evidence from Bangladesh"
"345",2015,"AEJ: Applied Economics",20,"Estimating the Impact of Microcredit on Those Who Take It Up: Evidence from a Randomized Experiment in Morocco","https://doi.org/10.11591/eei.v13i4.7169","Predicting the effects of microcredit on women's empowerment  in rural Bangladesh: using machine learning algorithms","https://doi.org/10.7910/DVN/DDIDEY","Estimating the impact of microcredit on those who take it up: Evidence from a randomized experiment in Morocco"
"346",2015,"American Economic Review",99,"Evaluating Behaviorally Motivated Policy: Experimental Evidence from the Lightbulb Market","https://doi.org/10.5281/zenodo.10270529","Tungsram frosted lightbulb with switch","https://doi.org/10.7910/DVN/TMN4KD","Evaluating Behaviorally Motivated Policy: Experimental Evidence from the Lightbulb Market"
"347",2015,"Experimental Economics",22,"Experimental departures from self-interest when competing partnerships share output","https://doi.org/10.5281/zenodo.10988831","Dataset for ""Competing climate feedbacks of ice sheet freshwater discharge in a warming world"", Part II","https://doi.org/10.7910/DVN/ESGSUO","Replication Data for: Do Russians tell the truth when saying that they support the war in Ukraine? Answers from a list experiment."
"348",2018,"Journal of Public Economics",32,"Experimental evidence on scaling up education reforms in Kenya","https://doi.org/10.5281/zenodo.14278007","Replication package for ""The Challenges of Scaling up Effective Child-Rearing Practices Using Technology in Developing Settings: Experimental Evidence From India""","https://doi.org/10.7910/DVN/CRZVKO","Wave 1 & 2 Data for Scaling Up Behavioral Science Interventions in Online Education"
"349",2015,"Journal of Public Economics",62,"Experimentally estimated impacts of school vouchers on college enrollment and degree attainment","https://doi.org/10.5281/zenodo.17393291","Replication code for: ""Preschool duration, family background and long-term outcomes:  Evidence from the expansion of Ecole Maternelle in France""","https://doi.org/10.7910/DVN/F9PKG5","ISEAD"
"350",2018,"AEJ: Applied Economics",8,"Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming","https://doi.org/10.5281/zenodo.19976421","PREVALENCE AND FACTORS ASSOCIATED WITH HELMINTH INFECTION AFTER DEWORMING AMONG CHILDREN AGED 2-10 YEARS IN KASHKADARYA REGION, UZBEKISTAN","https://doi.org/10.3886/E113689V1","Replication data for: Exploiting Externalities to Estimate the Long-Term Effects of Early Childhood Deworming"
"351",2015,"Journal of Development Economics",44,"Failure vs. displacement: Why an innovative anti-poverty program showed no net impact in South India","https://doi.org/10.5281/zenodo.16892205","Data for Using Vp and Vs to Characterize the Spatial Extent of Shear Strengthening Under a Longleaf Pine","https://doi.org/10.7910/DVN/EQZWZ0","Beneficiary Experience of Digital Government-to-Person Payments: Descriptive Findings from Bangladesh's Ministry of Social Welfare"
"352",2018,"Journal of Development Economics",9,"Formal finance and informal safety nets of the poor: Evidence from a savings field experiment","https://doi.org/10.5281/zenodo.16402672","BMF CP 109: Nigerian Female Business Owners' Financial Access and Solar Energy Adoption","https://doi.org/10.7910/DVN/DGTAKN","Replication Data for: What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka"
"353",2018,"Journal of Development Economics",70,"Formalization without certification? Experimental evidence on property rights and investment","https://doi.org/10.5281/zenodo.14539478","STRATEGIES TO ACHIEVE TECHNOLOGY TRANSFER FROM FOREIGN COMPANIES TO LOCAL COMPANIES IN MEXICO TO INCREASE REAL INCOME AND EMPLOYMENT","https://doi.org/10.7910/DVN/DGTAKN","Replication Data for: What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka"
"354",2018,"Journal of Political Economy",50,"Fostering Patience in the Classroom: Results from Randomized Educational Intervention","https://doi.org/10.5281/zenodo.2667331","Dataset questionnaire 75505-7552-75550","https://doi.org/10.7910/DVN/RCUWD5","CGIAR System Annual Performance Report Data 2017-2021 - Contribution to System Level Outcomes"
"355",2018,"AEJ: Applied Economics",36,"Free to Choose: Can School Choice Reduce Student Achievement","https://doi.org/10.5061/dryad.qfttdz0r8","Can technical education in high school smooth postsecondary transitions for students with disabilities?","https://doi.org/10.7910/DVN/JBCD9V","Master replication code for: Schooling Opportunities for 5-Year-Olds: Some Early Origins of High School Achievement"
"356",2018,"Journal of Development Economics",53,"Gender quotas in development programming: Null results from a field experiment in Congo","https://doi.org/10.5061/dryad.v0t4qm3","Data from: Snail herbivory affects seedling establishment in a temperate forest in the Ozark region","https://doi.org/10.7910/DVN/4TTCEY","A Field Experiment of Race, Gender, and Parental Status Discrimination in the United States"
"357",2018,"Journal of Public Economics",114,"Ghostbusting in Detroit: Evidence on nonfilers from a controlled field experiment","https://doi.org/10.5061/dryad.558qf","Data from: Body size response to warming: time of the season matters in a tephritid fly","https://doi.org/10.7910/DVN/XWH7ZE","Replication Data and Code for Corporate Culture: Evidence from the Field"
"358",2015,"Journal of Development Economics",39,"Giving kids a head start: The impact and mechanisms of early commitment of financial aid on poor students in rural China","https://doi.org/10.5061/dryad.vs970","Data from: Postnatal dynamics of developmental stability and canalization of lizard head shape under different environmental conditions","https://doi.org/10.7910/DVN/TH7GEB","Early Head Start Research and Evaluation Project, 1996 - 2001"
"359",2018,"Journal of Development Economics",66,"Grain today, gain tomorrow: Evidence from a storage experiment with savings clubs in Kenya","https://doi.org/10.5281/zenodo.20484904","GRAIN  CLUSTERS AND REDUCE PRODUCT WASTE","https://doi.org/10.7910/DVN/DGTAKN","Replication Data for: What Are The Headwaters of Formal Savings? Experimental Evidence from Sri Lanka"
"360",2015,"Journal of Labor Economics",31,"Happiness and Productivity","https://doi.org/10.5281/zenodo.15203521","The Impact of Technostress on Life Happiness Index","https://doi.org/10.7910/DVN/EZNTMZ","Phylogenomic Study of 36 Polychaete Species in a North Norwegian Fjord"
"361",2018,"Journal of Development Economics",45,"Household economic strengthening through financial and psychosocial programming: Evidence from a field experiment in South Africa","https://doi.org/10.5281/zenodo.19189036","WAYS TO INCREASE HOUSEHOLD INCOME IN THE REGION THROUGH THE DEVELOPMENT OF ENTREPRENEURIAL ACTIVITY (CASE OF KASHKADARYA REGION)","https://doi.org/10.7910/DVN/5XNQBO","Replication Data for: “Experimental Evidence on the Financial Consequences of International Organization Legitimacy”"
"362",2018,"American Economic Review",66,"How Do Firms Form Their Expectations? New Survey Evidence","https://doi.org/10.5281/zenodo.18097622","Replication material for paper ""Osgood, Tingley, Bernauer, Kim, Milner, Spilker (2017): The Charmed Life of Superstar Exporters: Survey Evidence on Firms and Trade Policy. The Journal of Politics. DOI: 10.1086/687207""","https://doi.org/10.7910/DVN/TAYVTV","Replication Data for: Impacts of Heterogeneous Participation in Green Factory on Firms’ Risk-Taking Capacity: Evidence from Chinese Enterprises"
"363",2015,"American Economic Review",87,"How Do Voters Respond to Information? Evidence from a Randomized Campaign","https://doi.org/10.5281/zenodo.10805145","Replication package for `How Do Voters Respond to Welfare vis-a-vis Public Good Programs? Theory and Evidence of Political Clientelism'","https://doi.org/10.7910/DVN/IZKHFT","Replication Data for: Voter Confidence: How to Measure It and How It Differs from Government Support (Election Law Journal: Atkeson, Alvarez and Hall"
"364",2015,"American Economic Review",58,"How Elastic Are Preferences for Redistribution? Evidence from Randomized Survey Experiments","https://doi.org/10.5281/zenodo.7531748","Stakeholder perceptions of the impacts of shrub encroachment on rangeland ecosystem services","https://doi.org/10.7910/DVN/GD9UCW","Replication Data for Harell and Lieberman How Information About Race-based Health Disparities Affects Policy Preferences: Evidence from a Survey Experiment About the COVID-19 Pandemic in the United States"
"365",2018,"Journal of Public Economics",74,"How information affects support for education spending: Evidence from survey experiments in Germany and the United States","https://doi.org/10.5281/zenodo.13319679","Fire Effects Information System: FEIS Invasiveness (structured data) (750) in DwCA","https://doi.org/10.7910/DVN/GD9UCW","Replication Data for Harell and Lieberman How Information About Race-based Health Disparities Affects Policy Preferences: Evidence from a Survey Experiment About the COVID-19 Pandemic in the United States"
"366",2015,"Journal of the European Economic Association",204,"IMAGE AND MISREPORTING",NA,NA,NA,NA
"367",2018,"Quarterly Journal of Economics",9,"INTERFIRM RELATIONSHIPS AND BUSINESS PERFORMANCE","https://doi.org/10.5281/zenodo.18711039","TEACHER-STUDENT COMMUNICATION AND ACADEMIC PERFORMANCE","https://doi.org/10.7910/DVN/5ZX8ZI","Replication Data for: 'Interfirm Relationships and Business Performance'"
"368",2018,"Experimental Economics",30,"Immaterial and monetary gifts in economic transactions: evidence from the field","https://doi.org/10.5281/zenodo.17556714","The evolution of the interest rate in Morocco from the COVID-19 crisis until 2024","https://doi.org/10.7910/DVN/XWH7ZE","Replication Data and Code for Corporate Culture: Evidence from the Field"
"369",2015,"Journal of Finance",31,"Incentivizing Calculated Risk-Taking: Evidence from an Experiment with Commercial Bank Loan Officers","https://doi.org/10.5281/zenodo.19456551","IMPROVING CREDIT PORTFOLIO MANAGEMENT BASED ON DIGITAL TECHNOLOGIES","https://doi.org/10.7910/DVN/TAYVTV","Replication Data for: Impacts of Heterogeneous Participation in Green Factory on Firms’ Risk-Taking Capacity: Evidence from Chinese Enterprises"
"370",2018,"AEJ: Applied Economics",3,"Incentivizing Safer Sexual Behavior: Evidence from a Lottery Experiment on HIV Prevention","https://doi.org/10.5281/zenodo.18214646","Impact of Early Sexual Initiation on Adolescent Pregnancy and Mother-to-Child Transmission of HIV: A Global Comparative Study with Emphasis on Nigeria","https://doi.org/10.3886/E113707","Replication data for: Incentivizing Safer Sexual Behavior: Evidence from a Lottery Experiment on HIV Prevention"
"371",2015,"American Economic Review",12,"Information Disclosure as a Matching Mechanism: Theory and Evidence from a Field Experiment","https://doi.org/10.5281/zenodo.7663389","Replication data: Political Activists as Free-Riders: Evidence from a Natural Field Experiment","https://doi.org/10.7910/DVN/XWH7ZE","Replication Data and Code for Corporate Culture: Evidence from the Field"
"372",2018,"Journal of Public Economics",87,"Intended college attendance: Evidence from an experiment on college returns and costs","https://doi.org/10.5281/zenodo.7857257","Department of Education: Most Recent Institution-Level Data","https://doi.org/10.7910/DVN/9K2J6R","Replication Data for: Entrained debris records regrowth of the Greenland Ice Sheet after the last interglacial"
"373",2015,"Journal of Labor Economics",4,"Is a Dream Deferred a Dream Denied? College Enrollment and Time-Varying Opportunity Costs","https://doi.org/10.5281/zenodo.19073418","THE EVOLUTION OF THE AMERICAN DREAM IN AMERICAN CULTURAL THOUGHT","https://doi.org/10.7910/DVN/B9TEWM","Replication Data for: The Fading American Dream: Trends in Absolute Income Mobility Since 1940"
"374",2015,"Journal of the European Economic Association",503,"LETTING DOWN THE TEAM? SOCIAL EFFECTS OF TEAM INCENTIVES","https://doi.org/10.5281/zenodo.18866086","Gym Use Behavioral Economics Experiment","https://doi.org/10.7910/DVN/WLQRQM","Replication Data for: Targeting Civilians in War"
"375",2018,"Economic Journal",50,"LOCATION, SEARCH COSTS AND YOUTH UNEMPLOYMENT: EXPERIMENTAL EVIDENCE FROM TRANSPORT SUBSIDIES","https://doi.org/10.5061/dryad.73n5tb2t3","Data from: Social determinants of food group consumption based on Mediterranean diet pyramid: a cross-sectional study of university students","https://doi.org/10.7910/DVN/OQZRON","Replication Data for: Acceptance of inequality between children: Largescale experimental evidence from China and Norway"
"376",2015,"Journal of Public Economics",28,"Leadership and the voluntary provision of public goods: Field evidence from Bolivia","https://doi.org/10.5281/zenodo.18702527","Data Replication Package for the Manuscript ""Motivate the Crowd or Crowd them out? Experimental Evidence on the Impact of Local Government Spending on the Voluntary Provision of a Green Public Good""","https://doi.org/10.7910/DVN/XWH7ZE","Replication Data and Code for Corporate Culture: Evidence from the Field"
"377",2018,"Journal of Public Economics",125,"Learning about job search: A field experiment with job seekers in Germany","https://doi.org/10.5281/zenodo.1212306","OpenBiblioJobs Export 2012.07.17-2017.09.01","https://doi.org/10.7910/DVN/ELHUUW","Description of local job losses and inequality data and analysis files"
"378",2018,"Experimental Economics",26,"Liking what others ��Like��: using Facebook to identify determinants of conformity","https://doi.org/10.5281/zenodo.6433000","Click Me…! The Influence of Clickbait on User Engagement in Social Media and the Role of Digital Nudging","https://doi.org/10.7910/DVN/WRUNZD","Twitter User Reactions Data (Liking and Retweeting Users)"
"379",2015,"Review of Economics and Statistics",111,"MIGRATION AND FINANCIAL CONSTRAINTS: EVIDENCE FROM MEXICO","https://doi.org/10.5281/zenodo.17888","Elemental vacancy diffusion database from high-throughput first-principles calculations for fcc and hcp structures","https://doi.org/10.7910/DVN/27304","Replication data for: Migration and Financial Constraints: Evidence from Mexico"
"380",2015,"AEJ: Applied Economics",21,"Microcredit Impacts: Evidence from a Randomized Microcredit Program Placement Experiment by Compartamos Banco","https://doi.org/10.11591/eei.v13i4.7169","Predicting the effects of microcredit on women's empowerment  in rural Bangladesh: using machine learning algorithms","https://doi.org/10.7910/DVN/27850","Microcredit Impacts: Evidence from a Randomized Microcredit Program Placement Experiment by Compartamos Banco"
"381",2018,"AEJ: Economic Policy",11,"Moral Suasion and Economic Incentives: Field Experimental Evidence from Energy Demand","https://doi.org/10.5281/zenodo.7919775","Integration of Renewable Energy Sources into the Water-Energy-Food (WEF) Nexus – Modelling a Demand Side Management Approach and Application to a Microgrid Farm in Morocco Dataset","https://doi.org/10.7910/DVN/XWH7ZE","Replication Data and Code for Corporate Culture: Evidence from the Field"
"382",2015,"AEJ: Applied Economics",8,"One Laptop per Child at Home: Short-Term Impacts from a Randomized Experiment in Peru","https://doi.org/10.5281/zenodo.19225084","XALQARO INNOVATSION LOYIHALAR TAJRIBASIDA MULTIMEDIA VA INTERAKTIV ELEKTRON DARSLIKLARNI ISHLAB CHIQISH METODOLOGIYASINING TAKOMILLASHUVI","https://doi.org/10.3886/E113587V1","Replication data for: One Laptop per Child at Home: Short-Term Impacts from a Randomized Experiment in Peru"
"383",2018,"Journal of Public Economics",113,"Pay for locally monitored performance? A welfare analysis for teacher attendance in Ugandan primary schools","https://doi.org/10.5281/zenodo.17545548","WP4 Desk-Based Research (Ireland): Education for Democracy – National and Comparative Analysis","https://doi.org/10.7910/DVN/25922","Replication data for: Effect of improved tuberculosis screening and isoniazid preventive therapy on incidence of tuberculosis and death in patients with HIV in clinics in Rio de Janeiro, Brazil: a stepped wedge, cluster-randomised trial"
"384",2015,"Journal of Development Economics",17,"Pay, peek, punish? Repayment, information acquisition and punishment in a microcredit lab-in-the-field experiment","https://doi.org/10.5281/zenodo.19438434","Replication data for ""Expanding Horizons: A Randomized Controlled Trial on Adolescents' Career Information Acquisition""","https://doi.org/10.7910/DVN/CTL5RP","Replication Data for: Increasing Responsiveness of Civil Servants. A Field Experiment on Freedom of Information Compliance"
"385",2015,"Journal of Labor Economics",6,"Peer Effects in Microenvironments: The Benefits of Homogeneous Classroom Groups","https://doi.org/10.5061/dryad.63xsj3v58","EPA particulate matter data – Analyses using Local Control Strategy","https://doi.org/10.7910/DVN/AUUFPE","Replication Data for: Disproportionate Experience of Material Hardships Among Washington State Home Care Aides: A Case for Boosting Wages and Building Savings"
"386",2018,"Experimental Economics",23,"Peer effects in computer assisted learning: evidence from a randomized experiment","https://doi.org/10.5061/dryad.kr137","Data from: Sperm competition risk drives rapid ejaculate adjustments mediated by seminal fluid","https://doi.org/10.7910/DVN/98ANEA","Replication Data for: ""Teacher Performance Pay and Student Learning: Evidence from a Nationwide Program in Peru”. Economic Development and Cultural Change"
"387",2015,"Journal of Public Economics",31,"Pivotality and responsibility attribution in sequential voting","https://doi.org/10.5281/zenodo.10057150","The data of Emoji Use, Empathy, Attribution of Responsibility, and Forgiveness in Apologies","https://doi.org/10.7910/DVN/04LOQX","Sequential ranked choice voting CVRs"
"388",2018,"Journal of Development Economics",19,"Political inclusion and educational investment: Estimates from a national policy experiment in India","https://doi.org/10.5281/zenodo.19996428","HISTORICAL ASPECTS OF THE DEVELOPMENT OF INCLUSIVE EDUCATION","https://doi.org/10.7910/DVN/OWBQ70","NCES Fast Response Survey System (FRSS)"
"389",2018,"Journal of Human Resources",20,"Preschool and Parental Response in a Second Best World","https://doi.org/10.5281/zenodo.17393291","Replication code for: ""Preschool duration, family background and long-term outcomes:  Evidence from the expansion of Ecole Maternelle in France""","https://doi.org/10.7910/DVN/LEBJHT","Tornado Quick Response Surveys"
"390",2015,"American Economic Review",55,"Price Subsidies, Diagnostic Tests, and Targeting of Malaria Treatment: Evidence from a Randomized Controlled Trial","https://doi.org/10.5061/dryad.59p4111","Data from: Improving rational use of ACTs through diagnosis-dependent subsidies: evidence from a cluster-randomized controlled trial in western Kenya","https://doi.org/10.7910/DVN/EQJPZT","Price Subsidies, Diagnostic Tests, and Targeting of Malaria Treatment: Evidence from a Randomized Controlled Trial"
"391",2018,"Journal of Development Economics",49,"Price and control elasticities of demand for savings","https://doi.org/10.5061/dryad.3mb30","Data from: Budget constraints affect male rats' choices between differently priced commodities","https://doi.org/10.7910/DVN/STTNUF","Price and Control Elasticities of Demand for Savings"
"392",2018,"Journal of Development Economics",69,"Productivity in piece-rate labor markets: Evidence from rural Malawi","https://doi.org/10.5281/zenodo.6815324","Datasets for Health care workers' knowledge on identification, management and treatment of snakebite cases in rural Malawi","https://doi.org/10.7910/DVN/4UBHTF","Replication Data for: Productivity in Piece-Rate Labor Markets: Evidence from Rural Malawi"
"393",2015,"Journal of Public Economics",50,"Professional norms and physician behavior: Homo oeconomicus or homo hippocraticus?","https://doi.org/10.5281/zenodo.18755607","SPECIFICITY OF TEACHING RUSSIAN LANGUAGE IN MEDICAL UNIVERSITIES DURING PROFESSIONAL TRAINING OF STUDENTS","https://doi.org/10.7910/DVN/TRFWBI","Minimal effects from injunctive norm and contentiousness treatments on COVID-19 vaccine intentions: Evidence from three countries"
"394",2015,"American Economic Review",42,"Psychological Frictions and the Incomplete Take-Up of Social Benefits: Evidence from an IRS Field Experiment","https://doi.org/10.5281/zenodo.12567704","Ozone 3D field from IRS assimilation run - August 2019","https://doi.org/10.3886/E116140V1","Replication data for: Psychological Frictions and the Incomplete Take-Up of Social Benefits: Evidence from an IRS Field Experiment"
"395",2015,"Review of Economics and Statistics",405,"REDUCING CHOICE OVERLOAD WITHOUT REDUCING CHOICES","https://doi.org/10.5061/dryad.mcvdncjxd","Data from: Are capuchin monkeys (Sapajus spp.) sensitive to lost opportunities? The role of opportunity costs in intertemporal choice","https://doi.org/10.7910/DVN/27616","Replication data for: Reducing Choice Overload without Reducing Choices"
"396",2015,"Journal of the European Economic Association",103,"REFERENCE POINTS, SOCIAL NORMS, AND FAIRNESS IN CONTRACT RENEGOTIATIONS","https://doi.org/10.25313/2520-2308-2024-8-10244","MORAL FOUNDATIONS OF THE BASIC CATEGORIES OF CONTRACT LAW: SOME REFLECTIONS IN THE CONTEXT OF THE EMERGENCE ""THE NEW PRIVATE LAW THEORY""","https://doi.org/10.7910/DVN/SEV0SZ","Survey Experiment on Perspective-Taking and Household Labor Fairness Perceptions Among Fathers"
